Category,Licence No.,Name,Business Phone,Business Phone Ext.,Licence Address Line 1,Licence Address Line 2,Licence Address Line 3,Endorsements,Latitude,Longitude
PUBLIC GARAGE,B68-4916079,TRAX,6473526466,,3250 DANFORTH AVE,"TORONTO, ON",M1L 1C2,CAR SALES UP TO 5;,43.69289971,-79.28205905
PUBLIC GARAGE,B68-4909677,ALCINA AUTOMOTIVE SERVICES,4165304185,,306 GEARY AVE,"TORONTO, ON",M6H 2C5,MOTOR OIL;REPAIRS;,43.6692699,-79.44205248
PUBLIC GARAGE,B68-4903736,CALIBER REFINISHING SOLUTIONS,4165252886,,60 NORELCO DR,"TORONTO, ON",M9L 2X6,REPAIRS;,43.76675982,-79.53472535
PUBLIC GARAGE,B68-4895421,FENSON AUTO SERVICE CENTRE,4163716888,,"96 STATE CROWN BLVD, B","TORONTO, ON",M1V 0A2,REPAIRS;,43.83145712,-79.26037912
PUBLIC GARAGE,B68-4916888,DJ AUTO BROKERS,4168934760,,"109 ORMONT DR, #17","TORONTO, ON",M9L 2Z1,CAR SALES UP TO 5;,43.76642277,-79.53657738
PUBLIC GARAGE,B68-4907949,7-ELEVEN,8777114422,,873 QUEEN ST W,"TORONTO, ON",M6J 1G4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;",43.64555925,-79.4109655
PUBLIC GARAGE,B68-4913138,GACS INC,4163995057,,"142 BENTWORTH AVE, #102","TORONTO, ON",M6A 1P7,CAR SALES UP TO 5;,43.72052477,-79.46608812
PUBLIC GARAGE,B68-4908639,YOUNG AUTO SALES & LEASING,6474488382,,"62 RACINE RD, M05","TORONTO, ON",M9W 2Z7,CAR SALES UP TO 5;,43.7174806,-79.58061971
PUBLIC GARAGE,B68-4917719,7-ELEVEN,8777114422,,980 ISLINGTON AVE,"TORONTO, ON",M8Z 4P8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;",43.62908954,-79.51737145
PUBLIC GARAGE,B68-4919331,AUTO COUPLE,4166623837,,1881 WILSON AVE,"TORONTO, ON",M9M 1A2,CAR SALES UP TO 10;,43.71678389,-79.52554759
PUBLIC GARAGE,B68-4919580,FORWARD AUTO SALES,6475041784,,"2450 FINCH AVE W, #3B","TORONTO, ON",M9M 2E9,CAR SALES OVER 10;,43.74996565,-79.55420096
PUBLIC GARAGE,B68-4920593,AUTO PLUS CAR SALES,6474094745,,"1225 KENNEDY RD, B","TORONTO, ON",M1P 4Y1,CAR SALES OVER 10;,43.75607774,-79.27573905
PUBLIC GARAGE,B68-4909645,CARPARK AUTO SALES INC,6476788674,,"627 DANFORTH RD, #3","TORONTO, ON",M1K 1G1,REPAIRS;CAR SALES UP TO 5;,43.7153269,-79.26011241
PUBLIC GARAGE,B68-4920619,ESSO,6472457077,,5470 DUNDAS ST W,"TORONTO, ON",M9B 1B6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.63225526,-79.54533153
PUBLIC GARAGE,B68-4900623,JDM AUTO PARTS,4167410400,,158 TORYORK DR,"TORONTO, ON",M9L 1X6,REPAIRS;,43.75881363,-79.55533614
PUBLIC GARAGE,B68-4906422,GREG'S AUTO SALES INC,4166635747,,"2899 STEELES AVE W, #7","TORONTO, ON",M3J 3A1,CAR SALES OVER 10;,43.78140768,-79.49169153
PUBLIC GARAGE,B68-4920631,BLESSED AUTO SALES,6477785803,,15 BAKERSFIELD ST,"TORONTO, ON",M3J 1Z4,CAR SALES UP TO 5;,43.75503081,-79.47996645
PUBLIC GARAGE,B68-4919585,PIONEER ENERGY,4164543221,,"3615 MCNICOLL AVE, BLDG D","TORONTO, ON",M1X 1G5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;",43.82407182,-79.24637224
PUBLIC GARAGE,B68-4915203,MIDAS,6475603158,,1654 O'CONNOR DR,"TORONTO, ON",M4A 1W4,REPAIRS;,43.71702681,-79.30507521
PUBLIC GARAGE,B68-4920625,AFX AUTO FINANCING EXPERTS INC,4164076826,,901 KIPLING AVE,"TORONTO, ON",M8Z 5H3,CAR SALES UP TO 5;,43.63730741,-79.53312213
PUBLIC GARAGE,B68-4913161,DAWILL'S AUTOTECH SERVICES INC,6472982828,,3615 MCNICOLL AVE,"TORONTO, ON",M1X 0C2,REPAIRS;,43.82407182,-79.24637224
PUBLIC GARAGE,B68-4904140,CHAMPION AUTO REPAIRS,4166861045,,"7 MUSGRAVE ST, #7","TORONTO, ON",M4E 2H3,REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;,43.68727601,-79.28936643
PUBLIC GARAGE,B68-4914754,SCARBOROUGH AUTO REPAIR,4168715544,,"76 SHERRY RD, A1","TORONTO, ON",M1L 2J9,REPAIRS;,43.72479234,-79.28067809
PUBLIC GARAGE,B68-4910739,NEW SUPERTECH COLLISION,6474391260,,8 BERMONDSEY RD,"TORONTO, ON",M4B 1Z1,BODY & FENDER WORK;SPRAY PAINTING;,43.71372707,-79.30965862
PUBLIC GARAGE,B68-4913154,BELFIELD TIRE & AUTO REPAIR,4169395561,,19 BELFIELD RD,"TORONTO, ON",M9W 1E8,MOTOR OIL;REPAIRS;,43.70394236,-79.56517423
PUBLIC GARAGE,B68-4884895,ACTIVE GREEN & ROSS,6472997240,,925 ELLESMERE RD,"TORONTO, ON",M1P 2W7,REPAIRS;,43.76568959,-79.27951164
PUBLIC GARAGE,B68-4901946,ACTIVE GREEN & ROSS,6472997240,,"780 MARKHAM RD, #1","TORONTO, ON",M1H 2A9,MOTOR OIL;REPAIRS;,43.76635941,-79.22830242
PUBLIC GARAGE,B68-4983325,GTH S&S MOTORS,4164631774,,929 QUEEN ST E,"TORONTO, ON",M4M 1J6,GASOLINE;MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 10;CAR STORAGE UP TO 5;,43.66059476,-79.34052984
PUBLIC GARAGE,B68-4920898,HONDA QUEENSWAY,4162520066,,630 KIPLING AVE,"TORONTO, ON",M8Z 5G1,REPAIRS;CAR SALES OVER 10;,43.61963485,-79.52725774
PUBLIC GARAGE,B68-4922275,AUTO APPROVAL MASTERS,6472899110,,3204 EGLINTON AVE E,"TORONTO, ON",M1J 2H6,CAR SALES OVER 10;,43.74389327,-79.21831698
PUBLIC GARAGE,B68-4912467,SPENCETIRE,6476809308,,"90 MELFORD DR, #21","TORONTO, ON",M1B 2A1,REPAIRS;,43.8099781,-79.23870473
PUBLIC GARAGE,B68-4910713,GREEN APPLE AUTO CENTRE,4168063320,,5 ELROSE AVE,"TORONTO, ON",M9M 2H5,REPAIRS;BODY & FENDER WORK;CAR STORAGE OVER 10;,43.71796541,-79.52534802
PUBLIC GARAGE,B68-4910758,LVIV LTD,4162332587,,325 HORNER AVE,"TORONTO, ON",M8W 1Z5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.60527301,-79.52786082
PUBLIC GARAGE,B68-4922447,JUST IN CARS,6479217292,,"4032 FINCH AVE E, B","TORONTO, ON",M1S 3T6,CAR SALES OVER 10;,43.80268357,-79.29507439
PUBLIC GARAGE,B68-4922247,WAXBUFFS CLEAN CAR CO LTD,6473425740,,"55 KING ST W, P2","TORONTO, ON",M5H 3C2,CAR WASH - MANUAL;,43.64829464,-79.38098433
PUBLIC GARAGE,B68-4922876,GT FINE CARS INC,6476384010,,"109 REXDALE BLVD, #6","TORONTO, ON",M9W 1P1,CAR SALES UP TO 5;,43.71173789,-79.56420851
PUBLIC GARAGE,B68-4908772,ACTIVE GREEN + ROSS TIRE & AUTOMOTIVE CENTRE,4162555581,,4233 KINGSTON RD,"TORONTO, ON",M1E 2M5,REPAIRS;,43.76099376,-79.19518004
PUBLIC GARAGE,B68-4903150,FREEWAY SALES LTD,4162933077,,958 MILNER AVE,"TORONTO, ON",M1B 5V7,MOTOR OIL;REPAIRS;CAR WASH - MANUAL;CAR SALES OVER 10;,43.80151252,-79.18956058
PUBLIC GARAGE,B68-4917702,MLM AUTO SERVICE,4166361222,,"130 LEPAGE CRT, #20","TORONTO, ON",M3J 3J1,MOTOR OIL;REPAIRS;,43.76050873,-79.48095348
PUBLIC GARAGE,B68-4919332,ENZO CAR CLINIC,4166636030,,401 ALNESS ST,"TORONTO, ON",M3J 2T8,MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES UP TO 5;CAR STORAGE UP TO 10;,43.77472033,-79.4731584
PUBLIC GARAGE,B68-4910718,TODAY'S AUTO SALES AND SERVICE,4168949758,,"1277 CALEDONIA RD, #1","TORONTO, ON",M6A 2X7,REPAIRS;CAR SALES UP TO 10;,43.72177432,-79.46874177
PUBLIC GARAGE,B68-4922415,NGUYEN'S MECHANIC,,,"1277 CALEDONIA RD, #3","TORONTO, ON",M6A 2X7,REPAIRS;,43.72177432,-79.46874177
PUBLIC GARAGE,B68-4915244,CEO TIRES CORP,4167598880,,"445 MIDWEST RD, #13-14","TORONTO, ON",M1P 4Y9,REPAIRS;,43.76551052,-79.2713133
PUBLIC GARAGE,B68-4914147,BRASS AUTO MEDIC INC,4166671313,,"2901 STEELES AVE W, #30","TORONTO, ON",M3J 3A5,REPAIRS;,43.78107021,-79.49280546
PUBLIC GARAGE,B68-4921187,E&G AUTO SERVICES,4166868000,,"448 BIRCHMOUNT RD, #2","TORONTO, ON",M1K 1M6,MOTOR OIL;REPAIRS;,43.70476894,-79.26813746
PUBLIC GARAGE,B68-4917752,HERCULES AUTOMOTIVE & TIRE SERVICE INC,4169600400,,"78 VAUGHAN RD, REAR","TORONTO, ON",M6C 2L7,MOTOR OIL;REPAIRS;,43.68313244,-79.42091114
PUBLIC GARAGE,B68-4922890,WAIZ MOTORS,6477864565,,"2655 LAWRENCE AVE E, A19 FL2","TORONTO, ON",M1P 2S2,CAR SALES UP TO 5;,43.75120063,-79.26283312
PUBLIC GARAGE,B68-4874611,MOBIL EXPRESS OIL CHANGE,4167491333,,"330 REXDALE BLVD, #1","TORONTO, ON",M9W 1R6,MOTOR OIL;REPAIRS;,43.71519192,-79.58607531
PUBLIC GARAGE,B68-4922398,AUTO ONTARIO,,,"153 NORFINCH DR, #1","TORONTO, ON",M3N 1Y2,CAR SALES UP TO 5;,43.76489674,-79.52933001
PUBLIC GARAGE,B68-4920903,CANADIAN TIRE ASSOCIATE STORE #175,4164311630,201,3553 LAWRENCE AVE E,"TORONTO, ON",M1H 1B2,FOODSTUFFS;MOTOR OIL;REPAIRS;,43.75881458,-79.22882822
PUBLIC GARAGE,B68-4922236,RHT AUTO REPAIR CAR SALES INC,6477703363,,"106 SELECT AVE, #2&5","TORONTO, ON",M1V 4A7,REPAIRS;CAR WASH - MANUAL;,43.83183273,-79.25812456
PUBLIC GARAGE,B68-4877764,SCARBORO MAZDA,4167520970,,2124 LAWRENCE AVE E,"TORONTO, ON",M1R 3A3,MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR WASH - MANUAL;CAR SALES OVER 10;,43.74725302,-79.28874109
PUBLIC GARAGE,B68-4859946,CHRIS AUTO REPAIR,6478389478,,"151 TORYORK DR, #4","TORONTO, ON",M9L 1X9,MOTOR OIL;REPAIRS;,43.75745199,-79.55564058
PUBLIC GARAGE,B68-4926906,SHELL,4162920322,,3381 KENNEDY RD,"TORONTO, ON",M1V 4Y1,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;CAR WASH - DRY MECHANICAL;",43.81808316,-79.3040688
PUBLIC GARAGE,B68-4922871,HERO AUTOBODY,6476713457,,"640 ROGERS RD, #1","TORONTO, ON",M6M 1C1,REPAIRS;BODY & FENDER WORK;,43.68207997,-79.47470947
PUBLIC GARAGE,B68-4879946,DMS AUTO INC,4169974555,,167 LIMESTONE CRES,"TORONTO, ON",M3J 2R1,REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;,43.78035976,-79.48661811
PUBLIC GARAGE,B68-4927570,VESPA TORONTO,,,822 COLLEGE ST,"TORONTO, ON",M6G 1C8,CAR SALES OVER 10;,43.6547319,-79.42231906
PUBLIC GARAGE,B68-4927574,TOP VALU (PIONEER),4167418388,,920 ALBION RD,"TORONTO, ON",M9V 1A4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;VAPOUR PRODUCTS (UNREGISTERED);GASOLINE;MOTOR OIL;",43.73545703,-79.56080863
PUBLIC GARAGE,B68-4927556,MAC CANADA CORP,,,"2655 LAWRENCE AVE E, A24","TORONTO, ON",M1P 2S3,CAR SALES UP TO 5;,43.75120063,-79.26283312
PUBLIC GARAGE,B68-4928015,SWIFT MOTORS,4167495375,,11 MILLWICK DR,"TORONTO, ON",M9L 1Y4,SECOND HAND TRADE IN;CAR SALES OVER 10;CAR STORAGE OVER 10;SECOND HAND SHOP;,43.75690852,-79.56017078
PUBLIC GARAGE,B68-4923595,O&B MOTORS LTD,4166652578,,"1100 FINCH AVE W, #205","TORONTO, ON",M3J 2E2,MOTOR OIL;REPAIRS;CAR SALES OVER 10;,43.76892844,-79.47351164
PUBLIC GARAGE,B68-4922222,ONTARIO COLLISION CENTRE,4167011234,,2110 LAWRENCE AVE E,"TORONTO, ON",M1R 3A3,MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES OVER 10;CAR STORAGE OVER 10;,43.74707572,-79.28964857
PUBLIC GARAGE,B68-4929038,MF HAND CAR WASH,4162039274,,102 QUEENS QUAY E,"TORONTO, ON",M5E 1A3,CAR WASH - MANUAL;,0,0
PUBLIC GARAGE,B68-4927538,TIRE OUTLET CORP,4167922222,,"773 WARDEN AVE, #9","TORONTO, ON",M1L 4C2,REPAIRS;SECOND HAND SHOP;,43.72387457,-79.28489469
PUBLIC GARAGE,B68-4926925,SPRINT AUTO GLASS,4165101234,,"1964 VICTORIA PARK AVE, B","TORONTO, ON",M1R 5G7,REPAIRS;,43.74743868,-79.31204975
PUBLIC GARAGE,B68-4921804,TOP AUTOMOTIVE REPAIRS,4168385124,,"12 LEPAGE CRT, #2A","TORONTO, ON",M3J 1Z9,REPAIRS;,43.75876355,-79.48818855
PUBLIC GARAGE,B68-4923570,MR. RIGHT,6479792222,,"20 ALNESS ST, #9-15","TORONTO, ON",M3J 3H4,REPAIRS;CAR WASH - MANUAL;,43.76950475,-79.47239676
PUBLIC GARAGE,B68-4929790,NANAK CAR WASH,4167490202,,1125 SHEPPARD AVE E,"TORONTO, ON",M2K 1C5,CAR WASH - DRY MECHANICAL;,43.77000672,-79.37039346
PUBLIC GARAGE,B68-4913151,KEVIN'S AUTO DEPOT,4168952264,,"800 ARROW RD, #1","TORONTO, ON",M9M 2Z8,MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 5;,43.74868178,-79.53288988
PUBLIC GARAGE,B68-4929845,ESSO 322348,6473507272,,5025 STEELES AVE W,"TORONTO, ON",M9L 2X1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;CAR WASH - WET MECHANICAL;",43.76968355,-79.54774083
PUBLIC GARAGE,B68-4926541,F&Z AUTO SERVICES AND SALES,4168499299,,"66 MILVAN DR, #10","TORONTO, ON",M9L 1Z5,MOTOR OIL;REPAIRS;CAR SALES UP TO 10;SECOND HAND SHOP;,43.75448469,-79.55706267
PUBLIC GARAGE,B68-4915208,STAR AUTO TECH,4162915735,,"1302 ELLESMERE RD, A-2","TORONTO, ON",M1P 2X9,MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;,0,0
PUBLIC GARAGE,B68-4930992,FAMILY STOP AND EAGLE GAS,4168406005,,"2372 EGLINTON AVE E, #2","TORONTO, ON",M1K 2P3,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;",43.73203707,-79.27101926
PUBLIC GARAGE,B68-4902414,CLASS AUTO,,,"3464 KINGSTON RD, #202","TORONTO, ON",M1M 1R5,CAR SALES UP TO 5;,43.73846802,-79.21826334
PUBLIC GARAGE,B68-4931405,IQ MOTORS,,,"1111 FINCH AVE W, #45","TORONTO, ON",M3J 2E5,CAR SALES OVER 10;,43.76595048,-79.47392959
PUBLIC GARAGE,B68-4922408,MINI AUTO REPAIRS,4167498883,,127 MILVAN DR,"TORONTO, ON",M9L 1Z8,REPAIRS;,43.75724933,-79.56197218
PUBLIC GARAGE,B68-4924718,SHINE AUTO SALES & SERVICE,6472318824,,"375 DANFORTH RD, #4","TORONTO, ON",M1L 3X8,REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 10;,43.70482957,-79.26884557
PUBLIC GARAGE,B68-4932700,BROTHERS ROADSIDE ASSISTANT,4167022911,,79 MILVAN DR,"TORONTO, ON",M9L 1Y8,CAR STORAGE OVER 10;,43.75539997,-79.55748704
PUBLIC GARAGE,B68-4908636,FINE CARS,4167637460,,"2628 ST CLAIR AVE W, A","TORONTO, ON",M6N 1M1,MOTOR OIL;REPAIRS;CAR WASH - MANUAL;CAR SALES OVER 10;,43.66707649,-79.49418083
PUBLIC GARAGE,B68-4933472,FIRST CHOICE MOTORS,,,"4032 FINCH AVE E, B","TORONTO, ON",M1S 3T6,CAR SALES OVER 10;,43.80268357,-79.29507439
PUBLIC GARAGE,B68-4931338,CIRCLE K,,,1615 ELLESMERE RD,"TORONTO, ON",M1P 2Y3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.77171396,-79.2519069
PUBLIC GARAGE,B68-4933499,ULTRAMAR,4167464147,,2316 FINCH AVE W,"TORONTO, ON",M9M 2C6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;CAR WASH - STATIONARY MECHANICAL;",43.75253882,-79.54187171
PUBLIC GARAGE,B68-4933836,AYA'S AUTO SALES,6472009984,,"2655 LAWRENCE AVE E, A4","TORONTO, ON",M1P 2S2,CAR SALES UP TO 10;,43.75120063,-79.26283312
PUBLIC GARAGE,B68-4923913,HIGHWAY TRUCK CENTRE,4169909090,,60 NORTH QUEEN ST,"TORONTO, ON",M8Z 2C4,REPAIRS;CAR STORAGE OVER 10;,43.62351607,-79.53983289
PUBLIC GARAGE,B68-4927138,ACTIVE AUTO INC,4167524777,,"15 CROCKFORD BLVD, #8","TORONTO, ON",M1L 4J9,REPAIRS;,43.73593866,-79.28560656
PUBLIC GARAGE,B68-4924481,AFFINITY LUXURY CAR RENTAL,4164692277,,"1110 DUPONT ST, FRONT&REAR","TORONTO, ON",M6H 2A2,MOTOR OIL;REPAIRS;BODY & FENDER WORK;,43.66917328,-79.4370248
PUBLIC GARAGE,B68-4883086,RPM IMPORTS & DOMESTICS LTD,6473490776,,223 GEARY AVE,"TORONTO, ON",M6H 2C1,MOTOR OIL;REPAIRS;,43.66934907,-79.43885371
PUBLIC GARAGE,B68-4929473,PATRICK AUTOMOTIVE INC,,,"70 VANLEY CRES, #4","TORONTO, ON",M3J 2B8,REPAIRS;BODY & FENDER WORK;,43.7619517,-79.47578687
PUBLIC GARAGE,B68-4987049,MOBIL,4164691646,,449 CARLAW AVE,"TORONTO, ON",M4K 3H9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;",43.66830329,-79.34275343
PUBLIC GARAGE,B68-4929024,DAISY MART,4162830534,,285 LAWSON RD,"TORONTO, ON",M1C 2J6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;",43.78702273,-79.15205063
PUBLIC GARAGE,B68-4929456,LIBERTY AUTO,6473955304,,1 TOWNS RD,"TORONTO, ON",M8Z 1A1,REPAIRS;CAR SALES UP TO 10;,43.60556803,-79.5207414
PUBLIC GARAGE,B68-4970266,YORKDALE VOLKSWAGEN,4167417480,,600 WILSON AVE,"TORONTO, ON",M3K 1C9,REFRESHMENTS;MOTOR OIL;REPAIRS;CAR SALES OVER 10;,43.73275435,-79.45751944
PUBLIC GARAGE,B68-4928593,PM AUTOWERKS,6476699412,,"35 TABER RD, #3","TORONTO, ON",M9W 3A7,REPAIRS;,43.71860976,-79.57685121
PUBLIC GARAGE,B68-4933119,AMBERBAS AUTO,6478582811,,"15 BAKERSFIELD ST, #9","TORONTO, ON",M3J 1Z4,CAR SALES UP TO 5;SECOND HAND SHOP;,43.75503081,-79.47996645
PUBLIC GARAGE,B68-4934874,CIRCLE K,4167366205,,4000 JANE ST,"TORONTO, ON",M3N 2K2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;VAPOUR PRODUCTS (UNREGISTERED);GASOLINE;MOTOR OIL;CAR WASH - DRY MECHANICAL;",43.75789848,-79.51850444
PUBLIC GARAGE,B68-4937405,SAFE LANE AUTO REPAIR,4166562401,,1862 ST CLAIR AVE W,"TORONTO, ON",M6N 1J8,CAR SALES UP TO 10;CAR STORAGE UP TO 10;,43.67359928,-79.46414345
PUBLIC GARAGE,B68-4937909,SHELL,4162718580,,548 RICHMOND ST E,"TORONTO, ON",M5A 1R5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.65485557,-79.36381291
PUBLIC GARAGE,B68-4937910,CANADA CLASSIC CARS.CA CORP,4163198880,,"1115 CASTLEFIELD AVE, #2","TORONTO, ON",M6B 1E8,CAR SALES UP TO 5;,43.70027705,-79.45281864
PUBLIC GARAGE,B68-4914757,TOYKO AUTO BODY,6473307494,,6 CARIBOO AVE,"TORONTO, ON",M6P 3T6,REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;,43.6669431,-79.45827196
PUBLIC GARAGE,B68-4924451,AUTOMANIACS REPAIR AND COLLISION CENTRE,4162931000,,"96 STATE CROWN BLVD, #3","TORONTO, ON",M1V 0A2,REPAIRS;,43.83145712,-79.26037912
PUBLIC GARAGE,B68-4935992,NEW NATION AUTO REPAIR INC,4166611739,,"70 LEPAGE CRT, #4","TORONTO, ON",M3J 1Z9,MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 10;,43.75978145,-79.48326439
PUBLIC GARAGE,B68-4932678,UNIVERSAL MOTION,4163984255,,31 CITY VIEW DR,"TORONTO, ON",M9W 5A5,REPAIRS;,43.69452502,-79.58420409
PUBLIC GARAGE,B68-4926863,KENNY'S AUTO COLLISION REPAIRS INC,4168371527,CELL,"151 TORYORK DR, #10","TORONTO, ON",M9L 1X9,REPAIRS;,43.75745199,-79.55564058
PUBLIC GARAGE,B68-4939330,AUTO GALLERIA,6479091030,,"4690 KINGSTON RD, #8","TORONTO, ON",M1E 2P9,CAR SALES OVER 10;,43.77735519,-79.17331191
PUBLIC GARAGE,B68-4925143,AUTO ROVER,4166543413,,4521 CHESSWOOD DR,"TORONTO, ON",M3J 2V6,REPAIRS;CAR SALES OVER 10;,43.76518216,-79.47673012
PUBLIC GARAGE,B68-4934891,KING'S DIAGNOSTICS & AUTO REPAIR,,,"4690 KINGSTON RD, #8","TORONTO, ON",M1E 2P9,MOTOR OIL;REPAIRS;CAR SALES OVER 10;,43.77735519,-79.17331191
PUBLIC GARAGE,B68-4937397,SAFE LANE AUTOMOBILE REPAIRS,4166562401,,1862 ST CLAIR AVE W,"TORONTO, ON",M6N 1J8,MOTOR OIL;REPAIRS;BODY & FENDER WORK;,43.67359928,-79.46414345
PUBLIC GARAGE,B68-4940505,SPEED UP GTA CORP,,,"101 TORO RD, #17","TORONTO, ON",M3J 2Z1,CAR WASH - MANUAL;,43.76136876,-79.48255129
PUBLIC GARAGE,B68-4940560,JK AUTO,9055104455,,"39 HIRONS ST, #1","TORONTO, ON",M6N 1E4,CAR SALES UP TO 10;,43.66957826,-79.4656119
PUBLIC GARAGE,B68-4940824,CASA AUTO SALES,,,"627 DANFORTH RD, #2","TORONTO, ON",M1K 1G1,CAR SALES UP TO 5;,43.7153269,-79.26011241
PUBLIC GARAGE,B68-4941532,4 WHEELZ,4163171343,,"2655 LAWRENCE AVE E, A17","TORONTO, ON",M1P 2S3,CAR SALES UP TO 5;,43.75120063,-79.26283312
PUBLIC GARAGE,B68-4933113,CANADIAN COLLISION CENTER,,,2937 EGLINTON AVE E,"TORONTO, ON",M1J 2E5,MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES OVER 10;,43.73920252,-79.23476494
PUBLIC GARAGE,B68-4941201,SUNSHINE AUTO SERVICES,6473002259,,"175 TORYORK DR, #53","TORONTO, ON",M9L 2Y7,MOTOR OIL;REPAIRS;,43.75919413,-79.55709558
PUBLIC GARAGE,B68-4935704,GOLFWAY AUTO SERVICE CENTRE,4162641281,,3748 KINGSTON RD,"TORONTO, ON",M1J 3H5,MOTOR OIL;REPAIRS;CAR SALES UP TO 10;,43.74676569,-79.20931793
PUBLIC GARAGE,B68-4939349,AMCO PETROLEUM,6474368491,,1125 SHEPPARD AVE E,"TORONTO, ON",M2K 1C5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.77000672,-79.37039346
PUBLIC GARAGE,B68-4941814,AUTO GUYZ TIRE + AUTOMOTIVE,4166619300,,1185 FINCH AVE W,"TORONTO, ON",M3J 2E8,REPAIRS;,43.7646562,-79.48364837
PUBLIC GARAGE,B68-4930616,UNTAMED AUTO CUSTOM&DETAILING,4163687787,,142 GEORGE ST,"TORONTO, ON",M5A 2M7,CAR WASH - MANUAL;,43.65314327,-79.37197865
PUBLIC GARAGE,B68-4931792,SUMMIT FORD,4167416221,,12 CARRIER DR,"TORONTO, ON",M9V 2C1,FOODSTUFFS;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR WASH - MANUAL;CAR SALES OVER 10;,43.74020972,-79.60500356
PUBLIC GARAGE,B68-4938763,MORNINGSIDE NISSAN,4162911188,,898 MILNER AVE,"TORONTO, ON",M1B 5N7,MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES OVER 10;,43.79981988,-79.19240187
PUBLIC GARAGE,B68-4927147,CANADIAN TIRE,9057927108,,1780 O'CONNOR DR,"TORONTO, ON",M4A 1W7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;REPAIRS;",43.71957429,-79.30494917
PUBLIC GARAGE,B68-4937929,KO AUTO DETAILING PLUS,6476099066,,"4544 DUFFERIN ST, #20-21","TORONTO, ON",M3H 5X2,REPAIRS;CAR WASH - MANUAL;,43.76614871,-79.46777899
PUBLIC GARAGE,B68-4942411,9550836 CANADA INC,4166065754,,"157 ST REGIS CRES S, #101","TORONTO, ON",M3J 1Y6,MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR STORAGE UP TO 10;,43.75508076,-79.48069543
PUBLIC GARAGE,B68-4944797,CENTRELINE AUTO GROUP,4165654944,,"5385 STEELES AVE W, #1","TORONTO, ON",M9L 1R6,CAR SALES OVER 10;,43.76795094,-79.55560443
PUBLIC GARAGE,B68-4945143,GAS BAR - ARIE ELIAS,4166919094,,"3180 DANFORTH AVE, #2","TORONTO, ON",M1L 1B7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;",43.69249065,-79.28434395
PUBLIC GARAGE,B68-4945397,LUCKY MOTORCARS,4165772961,,350 WESTON RD,"TORONTO, ON",M6N 3P9,CAR SALES OVER 10;,43.67981774,-79.47539988
PUBLIC GARAGE,B68-4941569,PRO 6 CYCLE INC,4162318829,,712 KIPLING AVE,"TORONTO, ON",M8Z 5G5,REPAIRS;,43.62600518,-79.52907696
