"Category","Licence No.","Operating Name","Issued","Client Name","Business Phone","Business Phone Ext.","Licence Address Line 1","Licence Address Line 2","Licence Address Line 3","Conditions","Free Form Conditions Line 1","Free Form Conditions Line 2","Plate No.","Endorsements","Cancel Date","Latitude","Longitude"
"PUBLIC GARAGE","B68-4311869","VOLVO METRO WEST","23-AUG-2013","D'ALESSANDRO INVESTMENTS LTD","4162522277","","5450 DUNDAS ST W","TORONTO, ON","M9B 1B4","","","","","FOODSTUFFS;REPAIRS;CAR SALES OVER 10;","",43.6337143696,-79.5428227231
"PUBLIC GARAGE","B68-4311868","JAGUAR LAND ROVER METRO WEST","23-AUG-2013","D'ALESSANDRO INVESTMENTS LTD","4162522277","","5448 DUNDAS ST W","TORONTO, ON","M9B 1B4","","","","","MOTOR OIL;REPAIRS;CAR SALES OVER 10;","",43.6338113013,-79.5427235899
"PUBLIC GARAGE","B68-4310898","RHMB AUTO SERVICES","26-AUG-2013","DUMAPLIN, ARGIE DEFITA","","","55 TABER RD, B","TORONTO, ON","M9W 3A7","","OUTDOOR STORAGE/PARKING OF TRAILERS, DERELICT & UNPLATED VEH","OR VEH FOR SALE OR LEASE IS PROHIBITED.COA-FILE # A356/16EYK","","MOTOR OIL;REPAIRS;BODY & FENDER WORK;CAR STORAGE UP TO 5;SECOND HAND SHOP;","",43.7183987963,-79.5773702218
"PUBLIC GARAGE","B68-4306535","POINT ZERO AUTO CENTRE LTD","29-AUG-2013","POINT ZERO AUTO CENTRE LTD","4167464040","","2450 FINCH AVE W, #13","TORONTO, ON","M9N 2E9","","""NO OUTSIDE STORAGE OR DISPLAY OF MOTOR VEHICLES""","","","MOTOR OIL;REPAIRS;CAR SALES UP TO 5;","",43.7499656467,-79.5542009636
"PUBLIC GARAGE","B68-4311106","CARSTAR EXPRESS NORTH YORK-SHEPPARD","31-AUG-2013","2379358 ONTARIO LTD","","","3438 SHEPPARD AVE E","TORONTO, ON","M1T 3K4","","","","","REPAIRS;","",43.7793707904,-79.3065288781
"PUBLIC GARAGE","B68-4310257","J&E AUTO REFINISHING INC","09-SEP-2013","J&E AUTO REFINISHING INC","4167437444","","146 TORYORK DR, #3","TORONTO, ON","M9L 1X6","","","","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;","",43.7581807,-79.554512674
"PUBLIC GARAGE","B68-4308285","OMAR AUTO MECHANIC","12-SEP-2013","OMAR AUTO LTD","4165140097","","153 NORFINCH DR, #4","TORONTO, ON","M3N 1Y2","","","","","REPAIRS;","",43.764896739,-79.5293300101
"PUBLIC GARAGE","B68-4313705","D2 AUTO SALES","12-SEP-2013","2376876 ONTARIO INC","4168867788","","3748 KINGSTON RD","TORONTO, ON","M1J 3H5","SHARED ADDRESS;","","","","CAR SALES OVER 10;","",43.7467656925,-79.2093179341
"PUBLIC GARAGE","B68-4312434","GC AUTOMOTIVE LTD","12-SEP-2013","GC AUTOMOTIVE LTD","","","300 NANTUCKET BLVD, #3","TORONTO, ON","M1P 2P4","","","","","REPAIRS;","",43.7614405688,-79.2770733274
"PUBLIC GARAGE","B68-4313812","ONTARIO EXPRESS EMISSIONS TEST CENTRE","16-SEP-2013","ONTARIO EXPRESS EMISSIONS TEST CENTRE LTD","6474263300","","155 NORFINCH DR, #1","TORONTO, ON","M3N 1Y2","","","","","CAR SALES OVER 10;","",43.765049662,-79.529799829
"PUBLIC GARAGE","B68-4311563","PRO POWER AUTO SERVICE","19-SEP-2013","POWER, BEVIN ANTHONY","4167452075","","155 TORYORK DR, #6","TORONTO, ON","M9L 1X9","","AS PER BY-LAW NO 7625, AS AMENDED AND SUBJECT TO SECTION","6(21)","","REPAIRS;","",43.7578175474,-79.5559636771
"PUBLIC GARAGE","B68-4312590","MAACO COLLISION REPAIR & AUTO PAINTING","21-SEP-2013","2352777 ONTARIO INC","4166505588","","1100 FINCH AVE W, #11A","TORONTO, ON","M3J 2E2","","","","","BODY & FENDER WORK;SPRAY PAINTING;","",43.768928442,-79.4735116385
"PUBLIC GARAGE","B68-4310011","ASN AUTO ELECTRIC","27-SEP-2013","2121636 ONTARIO INC","4167413339","","1770 ALBION RD, #33","TORONTO, ON","M9V 1C2","","NEW ZONING BY-LAWS NO'S 214-2017 AND 215-2017 ENACTED ON","MARCH 9/2017. VEHICLE SALES NOT PERMITTED.       .","","REPAIRS;","",43.7441664143,-79.6040048951
"PUBLIC GARAGE","B68-4306577","VLINE AUTOWORKS","28-SEP-2013","VLINE AUTOWORKS INC","6474361738","","300 NANTUCKET BLVD, #4","TORONTO, ON","M1P 2P4","","","","","REPAIRS;","",43.7614405688,-79.2770733274
"PUBLIC GARAGE","B68-4314031","SAM'S AUTO TECH","01-OCT-2013","SAM'S AUTO TECH INC","4167555777","","773 WARDEN AVE, #15","TORONTO, ON","M1L 4C2","","EXCLUDING VEHICLE SALES, AUTOMOTIVE VEHICLE PAINTING &","AUTO BODY REPAIR.","","MOTOR OIL;REPAIRS;","",43.7238745731,-79.2848946898
"PUBLIC GARAGE","B68-4309919","K 2 MOTORS LTD","02-OCT-2013","K 2 MOTORS LTD","6478318572","CELL","783 GARYRAY DR","TORONTO, ON","M9L 1R2","","","","","REPAIRS;","",43.7652721745,-79.5566574995
"PUBLIC GARAGE","B68-4313882","MR. LUBE SERVICE CENTRE","02-OCT-2013","2383217 ONTARIO INC","4165516858","","1900 EGLINTON AVE E","TORONTO, ON","M1L 2L9","","LOCATED IN WAL-MART","","","MOTOR OIL;","",43.7274856335,-79.2939094041
"PUBLIC GARAGE","B68-4312629","AAA AUTO HOUSE LTD","04-OCT-2013","AAA AUTO HOUSE LTD","","","130 LEPAGE CRT, #19","TORONTO, ON","M3J 3J1","","","","","REPAIRS;CAR STORAGE UP TO 10;","",43.76050873,-79.4809534771
"PUBLIC GARAGE","B68-4310857","7-ELEVEN","08-OCT-2013","7-ELEVEN CANADA INC","8777114422","","3587 BATHURST ST","TORONTO, ON","M6A 2E2","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;","",43.7325516368,-79.4324558568
"PUBLIC GARAGE","B68-4310866","7-ELEVEN","08-OCT-2013","7-ELEVEN CANADA INC","8777114422","","883 DUNDAS ST W","TORONTO, ON","M6J 1V9","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;GASOLINE;MOTOR OIL;","",43.6510396209,-79.4111223271
"PUBLIC GARAGE","B68-4314660","STOUFFVILLE NATIONAL LEASE AND SALES","08-OCT-2013","STOUFFVILLE NATIONAL LEASE AND SALES LTD","4166239617","","5455 STEELES AVE W","TORONTO, ON","M9L 1S7","","","","","CAR SALES OVER 10;","",43.767444644,-79.558117922
"PUBLIC GARAGE","B68-4309935","MILLENNIUM AUTOBODY CENTRE","11-OCT-2013","MILLENNIUM AUTOBODY CENTRE LTD","4162363001","","1776 ALBION RD, #17, 18, 19","TORONTO, ON","M9V 1C1","","NEW ZONING BY-LAW NO'S 214-2017 AND 215-2017 ENACTED ON","MARCH 9/2017. VEHICLE SALES NOT PERMITTED.","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES UP TO 5;CAR STORAGE UP TO 5;","",43.7447377204,-79.6044499228
"PUBLIC GARAGE","B68-4311998","UR LUBE INC","17-OCT-2013","UR LUBE INC","4164577186","CELL","1971 LAWRENCE AVE E","TORONTO, ON","M1R 2Z2","","","","","MOTOR OIL;REPAIRS;CAR SALES UP TO 10;","",43.7444935032,-79.2969135966
"PUBLIC GARAGE","B68-4312646","MODERNAUTOCENTER","18-OCT-2013","1606528 ONTARIO LTD","4167471501","","750 OAKDALE RD, #8","TORONTO, ON","M3N 2Z4","","NO OUTDOOR ACTIVITIES; ALL ACTIVITIES MUST BE PERFORMED","WITHIN ENCLOSED BUILDING.","","MOTOR OIL;REPAIRS;","",43.7517884942,-79.5277741416
"PUBLIC GARAGE","B68-4305514","DISCOUNT TIRE & AUTO CENTRE","21-OCT-2013","PRO-BRAKES CANADA INC","4162880078","","196 NANTUCKET BLVD","TORONTO, ON","M1P 2N9","","","","","MOTOR OIL;REPAIRS;CAR SALES UP TO 5;","",43.7584122943,-79.2757376875
"PUBLIC GARAGE","B68-4311448","CLASSIC TOWING & STORAGE","24-OCT-2013","1105729 ONTARIO INC","4166043222","","41 WESTSIDE DR","TORONTO, ON","M9C 1B3","","","","","REPAIRS;CAR SALES OVER 10;CAR STORAGE OVER 10;","",43.6163102307,-79.5660379222
"PUBLIC GARAGE","B68-4312713","Z.I.V. AUTO STUDIO","25-OCT-2013","ZAYTSEVA, IRINA","4168316517","","1100 FINCH AVE W, #3B","TORONTO, ON","M3J 2E2","SHARED ADDRESS;","","","","CAR SALES UP TO 5;","",43.768928442,-79.4735116385
"PUBLIC GARAGE","B68-4315109","MIKEY G AUTO SALES","29-OCT-2013","MIKEY G AUTO SALES INC","4169166475","","179 WESTON RD","TORONTO, ON","M6N 3P1","","MINIMUM PARKING REQUIREMENTS IS 11 SPACES. (10 SPACES)","","","REPAIRS;BODY & FENDER WORK;","",43.677133207,-79.470392751
"PUBLIC GARAGE","B68-4314182","MR. LUBE","29-OCT-2013","2379731 ONTARIO INC","6473889472","","3850 SHEPPARD AVE E","TORONTO, ON","M1T 3L4","SHARED ADDRESS;","","","","REPAIRS;","",43.7839385262,-79.2922526784
"PUBLIC GARAGE","B68-4311713","MOL & SONS MOTORS LTD","31-OCT-2013","MOL & SONS MOTORS LTD","4168785203","","2075A LAWRENCE AVE W","TORONTO, ON","M9N 1H7","","NO SPRAY BOOTH TO BE USED","","","REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 5;CAR STORAGE UP TO 10;","",43.6998809217,-79.5164910637
"PUBLIC GARAGE","B68-4314408","TOYOTA ON THE PARK","01-NOV-2013","1754672 ALBERTA LTD","5197929592","","1077 LESLIE ST","TORONTO, ON","M3C 2J7","","","","","FOODSTUFFS;MOTOR OIL;REPAIRS;CAR SALES OVER 10;","",43.718318351,-79.348790664
"PUBLIC GARAGE","B68-4314400","SCARBOROUGH TOYOTA/EAST TORONTO PAINT & COLLISION CENTRE","01-NOV-2013","1754675 ALBERTA LTD","5197929592","","1897 EGLINTON AVE E","TORONTO, ON","M1L 2L6","","SHOWROOM -OUTDOOR-FOR 500 CARS- INDOOR FOR 10 CARS- STORAGE","CONTAINS 40 CARS INDOOR.","","FOODSTUFFS;MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR SALES OVER 10;","",43.7253551602,-79.2944265323
"PUBLIC GARAGE","B68-4310879","BEST AUTO REPAIR & SERVICE","01-NOV-2013","YOON, SUJI","4162850662","","8 PROGRESS AVE, #2","TORONTO, ON","M1P 2Y4","","","","","MOTOR OIL;REPAIRS;","",43.7699361314,-79.2816799508
"PUBLIC GARAGE","B68-4315023","G.T. AUTO WORKS","07-NOV-2013","GIRDHARRY, EDWARD","4167508499","","119 MANVILLE RD, #7","TORONTO, ON","M1L 4J7","","","","","MOTOR OIL;REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;","",43.725170636,-79.282242019
"PUBLIC GARAGE","B68-4314410","LEXUS ON THE PARK","07-NOV-2013","1754673 ALBERTA LTD","5197929592","","1075 LESLIE ST","TORONTO, ON","M3C 2J7","","","","","FOODSTUFFS;MOTOR OIL;REPAIRS;CAR SALES OVER 10;","",43.718483983,-79.349360363
"PUBLIC GARAGE","B68-4311438","QUEEN AUTO GROUP","07-NOV-2013","QUEEN AUTO GROUP INC","4167408090","","22 TANGIERS RD","TORONTO, ON","M3J 2B2","","","","","CAR SALES OVER 10;","",43.7622954041,-79.4881130923
"PUBLIC GARAGE","B68-4315372","ALT AUTO SERVICE & REPAIR","14-NOV-2013","BUI, LE QUANG","4166618822","","4801 KEELE ST, #22","TORONTO, ON","M3J 3A4","","","","","MOTOR OIL;REPAIRS;","",43.7774517613,-79.4936202015
"PUBLIC GARAGE","B68-4314591","MODENA FINE CARS","15-NOV-2013","MODENA FINE CARS INC","6478963443","","5 ST REGIS CRES N, #5 SHARED","TORONTO, ON","M3J 1Y9","SHARED ADDRESS;","","","","CAR SALES UP TO 10;","",43.7555757264,-79.485017902
"PUBLIC GARAGE","B68-4313920","VICKY AUTO SERVICE","15-NOV-2013","BANGER, SARUP","4164569627","CELL","66 MILVAN DR, #1","TORONTO, ON","M9L 1Z5","","NO CAR SALE AND NO STORAGE OF VEHICLES OUTSIDE","INDOOR OPERATION ONLY","","MOTOR OIL;REPAIRS;","",43.7544846896,-79.5570626738
"PUBLIC GARAGE","B68-4306872","A1 FAST LUBE INC","19-NOV-2013","A1 FAST LUBE INC","4167594566","","777 WARDEN AVE, B9-B10","TORONTO, ON","M1L 4C3","SHARED ADDRESS;","NO AUTOBODY, NO VEHICLE PAINTING AND NO CAR STORAGE","PERMITTED.","","MOTOR OIL;REPAIRS;","",43.72461385,-79.2852875596
"PUBLIC GARAGE","B68-4314160","HONEST AUTO SALE AND SERVICE","21-NOV-2013","RAHMANYAR, ABDUL SABOUR","6476217711","","448 BIRCHMOUNT RD, #1","TORONTO, ON","M1K 1M6","","NO AUTOBODY REPAIR OR VEHICLE PAINTING","","","REPAIRS;CAR SALES UP TO 5;","",43.7047689447,-79.2681374567
"PUBLIC GARAGE","B68-4314873","DT AUTO SERVICES LTD","22-NOV-2013","DT AUTO SERVICES LTD","4167447347","","175 TORYORK DR, #10","TORONTO, ON","M9L 2Y7","","","","","MOTOR OIL;REPAIRS;CAR SALES UP TO 10;","",43.7591941289,-79.5570955845
"PUBLIC GARAGE","B68-4314453","VTEC AUTOMOTIVE LTD","03-DEC-2013","VTEC AUTOMOTIVE LTD","4169137189","","4128 WESTON RD, #5","TORONTO, ON","M9L 1W7","","VEHICLE SERVICE, NO CAR SALE","","","REPAIRS;","",43.7667587772,-79.5460975648
"PUBLIC GARAGE","B68-4314690","ZOOM OIL CHANGE","05-DEC-2013","ZOOM OIL CHANGE INC","6479964255","","1723 VICTORIA PARK AVE, #4","TORONTO, ON","M1R 1S1","","","","","REPAIRS;","",43.736697382,-79.3071448849
"PUBLIC GARAGE","B68-4315887","ESSO","09-DEC-2013","1852864 ONTARIO INC","6478671436","CELL","1840 BAYVIEW AVE","TORONTO, ON","M4G 3C9","","SUBJECT TO NORTH YORK ZONING BY-LAW 7625, AS AMENDED","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;","",43.7135623817,-79.3780558095
"PUBLIC GARAGE","B68-4315650","GALLOP MOTOR","11-DEC-2013","GALLOP MOTOR LTD","4167550715","","2410 LAWRENCE AVE E, #14","TORONTO, ON","M1P 2R6","","","","","REPAIRS;","",43.7508042168,-79.2722712561
"PUBLIC GARAGE","B68-4314957","TECH PRO AUTO & TOOLS","20-DEC-2013","TECH PRO AUTO & TOOLS LTD","4167548000","","1533 WARDEN AVE","TORONTO, ON","M1R 4Z8","","","","","REPAIRS;","",43.763187239,-79.300612623
"PUBLIC GARAGE","B68-4315888","SINGH TRUCK REPAIR SERVICE","02-JAN-2014","SINGH TRUCK REPAIR SERVICE LTD","6476241754","","1772 ALBION RD, #35","TORONTO, ON","M9V 1C1","","NEW ZONING BY-LAWS NO'S 214-2017 AND 215-2017 ENACTED ON","MARCH 9/2017. VEHICLES SALES NOT PERMITTED.","","REPAIRS;","",43.7445928998,-79.6042043998
"PUBLIC GARAGE","B68-4312303","CASTLE AUTO SERVICE","03-JAN-2014","CASTILLO, ANDRES DIEGO","4167480660","","750 OAKDALE RD, #12","TORONTO, ON","M3N 2Z4","","APPROVAL FOR NOT MORE THAN 10 YRS. OUTDOOR DISPLAY OF","VEHICLES, SALE, LEASE OR RENT IS PROHIBITED.","","MOTOR OIL;REPAIRS;xPARKING LOT UP TO 5;","",43.7517884942,-79.5277741416
"PUBLIC GARAGE","B68-4419192","PERFECT CANADA AUTO & DETAILING INC","06-MAR-2014","PERFECT CANADA AUTO & DETAILING INC","4167523737","","151 NANTUCKET BLVD, #1","TORONTO, ON","M1P 4R5","","","","","REPAIRS;CAR WASH - MANUAL;","",43.7574369984,-79.2734733673
"PUBLIC GARAGE","B68-4315080","EDMAR'S AUTO SERVICE","07-JAN-2014","1895853 ONTARIO INC","4169957408","cell","260 VAUGHAN RD","TORONTO, ON","M6C 2N1","SHARED ADDRESS;","NON-CONFORMING USE: PUBLIC GARAGE - PERMITTED UNDER PERMIT","97-010136 BLD","","REPAIRS;","",43.6882707865,-79.4258644458
"PUBLIC GARAGE","B68-4317227","CANADIAN TIRE","10-JAN-2014","1442564 ONTARIO INC","4169256502","","835 YONGE ST, KIOSK","TORONTO, ON","M4W 2H2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;","",43.673138836,-79.387559755
"PUBLIC GARAGE","B68-4313476","LISGAR MOTORS","11-JAN-2014","893531 ONTARIO LTD","4165355626","","193 GEARY AVE","TORONTO, ON","M6H 2C1","","","","","REPAIRS;CAR SALES UP TO 5;","",43.6696501868,-79.4374498128
"PUBLIC GARAGE","B68-4314341","TOP AUTO SALES AND REPAIR","15-JAN-2014","BAHMAN MUSAFER, MOHAMMAD JAWAD","4167417770","","220 TORYORK DR, #1","TORONTO, ON","M9L 1Y1","","PARKING SPOTS AT FRONT OF BUILDING","","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;","",43.761497593,-79.5609986817
"PUBLIC GARAGE","B68-4312282","PRECISION SERVICES","15-JAN-2014","RODRIGUES, RYAN","","","7 WILBY CRES","TORONTO, ON","M9N 1E6","","","","","REPAIRS;","",43.697611205,-79.510981969
"PUBLIC GARAGE","B68-4417518","DUPONT AUTO REPAIR","24-JAN-2014","2104674 ONTARIO INC","","","374 DUPONT ST","TORONTO, ON","M5R 1V9","SHARED ADDRESS;","","","","REPAIRS;","",43.6743512642,-79.4105022464
"PUBLIC GARAGE","B68-4316313","VG AUTOMOBILES","27-JAN-2014","GANCHARENKA, ULADZISLAU","4168173673","","215 TORYORK DR, FRONT","TORONTO, ON","M9L 1Y2","SHARED ADDRESS;","","","","CAR SALES UP TO 10;","",43.7607581309,-79.5607891955
"PUBLIC GARAGE","B68-4315662","CN MOTORS","27-JAN-2014","CN MOTORS LTD","4169997437","","1770 ALBION RD, #54","TORONTO, ON","M9V 1C2","","NEW ZONING BY-LAWS NO'S 214-2017 AND 215-2017 ENACTED ON","MARCH 9/2017. VEHICLE SALES NOT PERMITTED.","","REPAIRS;","",43.7441664143,-79.6040048951
"PUBLIC GARAGE","B68-4418052","POLO AUTO SALE CORP","27-JAN-2014","POLO AUTO SALE CORP","4166565113","","4005 DUNDAS ST W","TORONTO, ON","M6S 2T4","","","","","CAR SALES UP TO 10;","",43.6647753217,-79.5011201364
"PUBLIC GARAGE","B68-4417273","KAVIN OIL CHANGE","31-JAN-2014","KAVIN OIL CHANGE INC","4162658052","","3220 KINGSTON RD, #5","TORONTO, ON","M1M 1P4","SHARED ADDRESS;","EXCLUDING AUTO BODY REPAIR AND/OR WRECKING YARDS","","","FOODSTUFFS;MOTOR OIL;REPAIRS;CAR STORAGE UP TO 5;","",43.7309247039,-79.2264762181
"PUBLIC GARAGE","B68-4308092","CANACKO'S AUTO CENTRE","03-FEB-2014","PERAZA, NELSON BRIAN","4167475349","","15 ELROSE AVE","TORONTO, ON","M9M 2H5","","SUBJECT TO THE PROVISION OF SECTION 30.12 AND SUBJECT TO THE","PROVISIONS OF BY-LAW 29638","","REPAIRS;BODY & FENDER WORK;CAR SALES UP TO 5;","",43.71847821,-79.5255698268
"PUBLIC GARAGE","B68-4417571","MIDAS AUTO SERVICE EXPERTS","06-FEB-2014","2384669 ONTARIO INC","4165373691"," BUS","769 BATHURST ST","TORONTO, ON","M5S 1Z5","","","","","REPAIRS;","",43.6641063223,-79.4103941218
"PUBLIC GARAGE","B68-4316049","M & S AUTO SALES","08-FEB-2014","1175901 ONTARIO INC","4162407500","","1695 WILSON AVE","TORONTO, ON","M3L 1A5","SHARED ADDRESS;","","","","CAR SALES UP TO 5;","",43.718900421,-79.5162329853
"PUBLIC GARAGE","B68-4417940","CANADIAN TIRE #459","13-FEB-2014","GRANDVIEW SALES & DISTRIBUTION LTD","4162917791","305","825 EGLINTON AVE E","TORONTO, ON","M4G 4G9","","","","","FOODSTUFFS;MOTOR OIL;REPAIRS;","",43.7136204608,-79.3638132957
"PUBLIC GARAGE","B68-4417601","RAVINE AUTO REPAIR CENTRE","15-FEB-2014","2291319 ONTARIO LTD","4162811334","","301 PORT UNION RD","TORONTO, ON","M1C 2L3","","","","","MOTOR OIL;REPAIRS;","",43.7896518149,-79.1399020397
"PUBLIC GARAGE","B68-4418471","H & S AUTO","18-FEB-2014","H & S AUTO INC","4162646216","","40 BARBADOS BLVD, #7","TORONTO, ON","M1J 1L1","","","","","REPAIRS;","",43.7362470555,-79.2416779254
"PUBLIC GARAGE","B68-4418760","ESSO","25-FEB-2014","1321467 ONTARIO INC","4167011444","","2611 LAWRENCE AVE E","TORONTO, ON","M1P 2S2","","ENTRANCE FACES MIDLAND AVE","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;","",43.751254636,-79.26434101
"PUBLIC GARAGE","B68-4316329","CHICO AUTO COLLISION","21-FEB-2014","CHICO AUTO COLLISION INC","4167498181","","155 TORYORK DR, #12","TORONTO, ON","M9L 1X9","","NO STORAGE OF VEHICLES OUTSIDE","","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;","",43.7578175474,-79.5559636771
"PUBLIC GARAGE","B68-4314524","RACETRACK AUTO CENTRE","27-FEB-2014","S & R INTERNATIONAL INC","4166995535","","3465 DANFORTH AVE","TORONTO, ON","M1L 1C9","SHARED ADDRESS;","","","","REPAIRS;CAR SALES UP TO 5;CAR STORAGE UP TO 5;","",43.6931708272,-79.2782700174
"PUBLIC GARAGE","B68-4419083","HUSKY","27-FEB-2014","RPS MANAGEMENT INC","","","689 LAWRENCE AVE W","TORONTO, ON","M6A 1B3","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;","",43.7155259327,-79.4455997758
"PUBLIC GARAGE","B68-4418056","HIGH PARK NISSAN","01-MAR-2014","1579341 ONTARIO LTD","4167627537","","3267-3281 DUNDAS ST W","TORONTO, ON","M6P 2A5","","","","","REPAIRS;CAR SALES OVER 10;","",43.6653709355,-79.4796580514
"PUBLIC GARAGE","B68-4417807","HUSKY","05-MAR-2014","RPS MANAGEMENT INC","","","30 LAIRD DR","TORONTO, ON","M4G 3T2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;","",43.7036465647,-79.3611155994
"PUBLIC GARAGE","B68-4417810","MORNINGSIDE HUSKY","05-MAR-2014","RPS MANAGEMENT INC","","","800 MORNINGSIDE AVE","TORONTO, ON","M1C 1B8","SHARED ADDRESS;","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;GASOLINE;MOTOR OIL;","",43.7897549527,-79.1950983332
"PUBLIC GARAGE","B68-4418467","NORTHLINE MOTORS","07-MAR-2014","NORTHLINE MOTORS INC","4165654700","","4801 KEELE ST, #18-19","TORONTO, ON","M3J 3A4","","","","","CAR SALES UP TO 10;","",43.7774517613,-79.4936202015
"PUBLIC GARAGE","B68-4418717","CROSSWAYS AUTO SERVICES","11-MAR-2014","CROSSWAYS AUTO SERVICES INC","4163320292","","70 SILVER STAR BLVD, #115","TORONTO, ON","M1V 4V9","","","","","MOTOR OIL;REPAIRS;CAR SALES UP TO 5;","",43.806167925,-79.291033006
"PUBLIC GARAGE","B68-4418777","CHAMPION MOTORS","11-MAR-2014","CHAMPION MOTORS INC","4167518047","","117 CROCKFORD BLVD","TORONTO, ON","M1R 3B7","","COMMITTEE OF ADJUSTMENT-NOTICE OF DECISION-FILE# A238/13SC.","","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;CAR STORAGE OVER 10;","",43.7445155635,-79.2898781328
"PUBLIC GARAGE","B68-4418841","FJF MOTORS","11-MAR-2014","2358718 ONTARIO LTD","","","902 ROSELAWN AVE","TORONTO, ON","M6B 1B9","SHARED ADDRESS;","","","","CAR SALES UP TO 5;","",43.702346666,-79.441733023
"PUBLIC GARAGE","B68-4308175","PARAGON AUTO REPAIR","11-MAR-2014","PARAGON AUTO REPAIR INC","4167524040","","43 HOLLINGER RD","TORONTO, ON","M4B 3G4","","","","","REPAIRS;BODY & FENDER WORK;SPRAY PAINTING;","",43.7130436078,-79.3135955043
"PUBLIC GARAGE","B68-4417415","POPULAR TIRE SALES & SERVICE","19-MAR-2014","2268325 ONTARIO INC","4166791765","","225 CLAIREPORT CRES","TORONTO, ON","M9W 6P7","","","","","REPAIRS;","",43.746974981,-79.635413846
"PUBLIC GARAGE","B68-4417320","CAR SOLUTIONS CANADA","19-MAR-2014","CAR SOLUTIONS CANADA INC","4166330603","","3715 KEELE ST, #18-19","TORONTO, ON","M3J 1N1","","","","","CAR SALES OVER 10;","",43.7562369827,-79.4889025514
"PUBLIC GARAGE","B68-4417676","PORT AUTO","21-MAR-2014","1571330 ONTARIO INC","4169136868","","2069 DUFFERIN ST","TORONTO, ON","M6E 3R3","","AS PER BY-LAW NO 7625, AS AMENDED*UP TO 5 CARS ONLY AT ANY","GIVEN TIME","","MOTOR OIL;REPAIRS;CAR SALES UP TO 5;","",43.6871221229,-79.4464377947
"PUBLIC GARAGE","B68-4419876","MERCEDES-BENZ","24-MAR-2014","MERCEDES-BENZ CANADA INC","4164253550","","1629 THE QUEENSWAY","TORONTO, ON","M8Z 1T8","","","","","CAR SALES OVER 10;","",43.6162268204,-79.5446511626
"PUBLIC GARAGE","B68-4314016","PREMIER WHEELS DIRECT","25-MAR-2014","2285647 ONTARIO LTD","4167540997","","4732 SHEPPARD AVE E, #4-6","TORONTO, ON","M1S 3V6","","","","","REPAIRS;","",43.7905746362,-79.2554573477
"PUBLIC GARAGE","B68-4418808","METRO PREOWNED AUTO SALES","25-MAR-2014","FINE CARPET INSTALLATION LTD","4162305832","","2401 ELLESMERE RD","TORONTO, ON","M1G 3M8","","","","","CAR SALES OVER 10;","",43.7780440296,-79.2224930452
"PUBLIC GARAGE","B68-4420477","","01-APR-2014","2320485 ONTARIO INC","","","3075 DANFORTH AVE","TORONTO, ON","M1L 1A8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;VAPOUR PRODUCTS (UNREGISTERED);GASOLINE;MOTOR OIL;CAR WASH - WET MECHANICAL;","",43.690922335,-79.2878152688
"PUBLIC GARAGE","B68-4420097","BHALLI TAXI INC","02-APR-2014","BHALLI TAXI INC","4168245323","","1174 WOODBINE AVE","TORONTO, ON","M4C 4E2","","USE AS DEFINED UNDER EAST YORK BY-LAW 6752 RESTRICTED TO","- AUTOMOBILE SERVICE STATION AND MOTOR VEHICLE REPAIR SHOP -","","GASOLINE;MOTOR OIL;REPAIRS;CAR SALES OVER 10;","",43.6911883518,-79.3155665592
"PUBLIC GARAGE","B68-4420680","PETRO CANADA","07-APR-2014","CANADIAN FUEL AND ENERGY CORP","4164386599","","900 PROGRESS AVE","TORONTO, ON","M1H 2Z9","","SUBJECT TO PROGRESS EMPLOYMENT BY-LAW 24982","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;VAPOUR PRODUCTS (UNREGISTERED);GASOLINE;MOTOR OIL;","",43.7819843039,-79.2345860102
